0.000000 0.530749 0.501000 -0.058070
0.001000 0.553830 0.647237 0.083924
0.002000 0.557451 0.714058 0.155559
0.003000 0.569595 0.794094 0.209835
0.004000 0.583722 0.769763 0.156578
0.005000 0.577206 0.709281 0.093485
0.006000 0.545137 0.632036 0.076840
0.007000 0.459260 0.451024 -0.004273
0.008000 0.364157 0.334513 -0.033114
0.009000 0.278901 0.167994 -0.142494
0.010000 0.222297 -0.021963 -0.261013
0.011000 0.143126 -0.205860 -0.345128
0.012000 0.129888 -0.281671 -0.411362
0.013000 0.122905 -0.349601 -0.484861
0.014000 0.119145 -0.320174 -0.455351
0.015000 0.146462 -0.240698 -0.399362
0.016000 0.185507 -0.185550 -0.360826
0.017000 0.230970 -0.000570 -0.219442
0.018000 0.259512 0.125012 -0.125357
0.019000 0.268870 0.250354 -0.023346
0.020000 0.288537 0.404360 0.099448
0.021000 0.283139 0.505694 0.197134
0.022000 0.291128 0.504841 0.203084
0.023000 0.299681 0.516712 0.217098
0.024000 0.314722 0.441477 0.112960
0.025000 0.305083 0.324640 -0.018915
0.026000 0.271448 0.175971 -0.127371
0.027000 0.235127 -0.099597 -0.343543
0.028000 0.220473 -0.286660 -0.513568
0.029000 0.202161 -0.466031 -0.678735
0.030000 0.103391 -0.658544 -0.799733
0.031000 0.033869 -0.827646 -0.878484
0.032000 0.020451 -0.895890 -0.913916
0.033000 0.041060 -0.939909 -0.981118
0.034000 0.069212 -0.867581 -0.952341
0.035000 0.090295 -0.755553 -0.867330
0.036000 0.132822 -0.633956 -0.769627
0.037000 0.192218 -0.410988 -0.594690
0.038000 0.224080 -0.259359 -0.481915
0.039000 0.256089 -0.095607 -0.365503
0.040000 0.293839 0.068074 -0.246907
0.041000 0.337084 0.200359 -0.141731
0.042000 0.338073 0.246364 -0.102115
0.043000 0.360145 0.287080 -0.069617
0.044000 0.380166 0.259152 -0.140649
0.045000 0.347092 0.163685 -0.212500
0.046000 0.293075 0.045703 -0.279432
0.047000 0.229849 -0.191634 -0.435979
0.048000 0.217245 -0.341432 -0.564990
0.049000 0.182430 -0.482763 -0.688837
0.050000 0.155788 -0.622435 -0.824735
0.051000 0.161612 -0.759141 -0.938610
0.052000 0.147403 -0.815040 -0.958318
0.053000 0.134372 -0.848764 -0.980136
0.054000 0.135146 -0.782406 -0.936700
0.055000 0.154566 -0.655371 -0.837777
0.056000 0.174790 -0.549661 -0.724920
0.057000 0.218417 -0.325049 -0.533276
0.058000 0.234415 -0.184360 -0.403929
0.059000 0.267888 -0.018223 -0.294704
0.060000 0.298767 0.159212 -0.162901
0.061000 0.315712 0.300284 -0.024710
0.062000 0.305132 0.348586 0.044194
0.063000 0.289217 0.381579 0.096292
0.064000 0.286321 0.333716 0.031772
0.065000 0.277131 0.243414 -0.065653
0.066000 0.253614 0.131053 -0.153362
0.067000 0.200354 -0.102872 -0.327584
0.068000 0.184624 -0.257611 -0.462695
0.069000 0.177183 -0.419281 -0.595493
0.070000 0.111428 -0.591981 -0.719730
0.071000 0.082574 -0.709436 -0.824423
0.072000 0.086988 -0.733622 -0.844099
0.073000 0.105452 -0.760160 -0.870181
0.074000 0.125433 -0.698368 -0.831447
0.075000 0.168994 -0.591232 -0.763936
0.076000 0.194230 -0.474167 -0.691248
0.077000 0.222986 -0.247614 -0.492847
0.078000 0.250433 -0.107082 -0.357137
0.079000 0.269326 0.042730 -0.209281
0.080000 0.308989 0.223788 -0.092044
0.081000 0.332986 0.360187 0.011234
0.082000 0.312017 0.399681 0.076961
0.083000 0.306437 0.423675 0.112245
0.084000 0.302170 0.353179 0.052457
0.085000 0.280909 0.251286 -0.048259
0.086000 0.260262 0.143579 -0.146293
0.087000 0.208100 -0.081831 -0.314927
0.088000 0.197185 -0.240275 -0.439826
0.089000 0.168939 -0.385718 -0.568506
0.090000 0.143855 -0.543233 -0.707477
0.091000 0.101441 -0.668073 -0.804041
0.092000 0.102439 -0.714429 -0.839425
0.093000 0.105470 -0.754951 -0.867257
0.094000 0.145100 -0.681991 -0.820929
0.095000 0.168352 -0.557284 -0.731431
0.096000 0.170046 -0.439490 -0.620871
